tahun,jumlah_kejadian,jenis_bencana,provinsi,rumah_rusak_berat,meninggal,mengungsi
2025,1,Banjir,Sumatera Barat,0,0,1680
2025,1,Gelombang pasang / Abrasi,Sulawesi Tengah,0,0,0
2025,1,Banjir,Nusa Tenggara Barat,0,0,0
2025,1,Banjir,Sumatera Utara,0,0,4469
2025,1,Banjir,Sumatera Utara,0,0,453
2025,1,Banjir,Sumatera Utara,0,0,880
2025,1,Banjir,Sumatera Barat,0,1,930
2025,1,Banjir,Aceh,0,0,16304
2025,1,Banjir,Sumatera Utara,0,0,0
2025,1,Banjir,Aceh,0,7,894
2025,1,Banjir,Aceh,0,0,165
2025,1,Banjir,Sumatera Barat,0,7,415
2025,1,Banjir,Sumatera Barat,0,1,1491
2025,1,Banjir,Aceh,2,1,1706
2025,1,Banjir,Aceh,0,12,30142
2025,1,Banjir,Aceh,0,0,9274
2025,1,Banjir,Aceh,0,1,2500
2025,1,Banjir,Aceh,0,0,824
2025,1,Banjir,Aceh,0,0,0
2025,1,Banjir,Aceh,0,2,2896
2025,1,Banjir,Aceh,0,4,0
2025,1,Banjir,Sumatera Utara,35,5,1712
2025,1,Longsor,Sumatera Utara,0,1,0
2025,1,Banjir,Sumatera Barat,0,0,0
2025,1,Banjir,Sumatera Utara,0,5,814
2025,1,Banjir,Sumatera Utara,2,2,0
2025,1,Banjir,Aceh,0,16,24416
2025,1,Cuaca ekstrem,Sumatera Utara,0,0,0
2025,1,Banjir,Sumatera Utara,0,11,3000
2025,1,Banjir,Sumatera Utara,0,1,0
2025,1,Kebakaran hutan dan lahan,Riau,0,0,0
2025,1,Longsor,Sumatera Utara,0,46,4456
2025,1,Banjir,Sumatera Utara,12,46,4661
2025,1,Banjir,Jawa Timur,0,0,0
2025,1,Cuaca ekstrem,Sulawesi Selatan,8,0,0
2025,1,Cuaca ekstrem,Sulawesi Selatan,0,0,0
2025,1,Longsor,Sumatera Barat,0,0,0
2025,1,Banjir,Aceh,0,0,31
2025,1,Banjir,Sumatera Barat,0,5,18208
2025,1,Banjir,Sumatera Barat,0,0,302
2025,1,Banjir,Maluku Utara,0,0,0
2025,1,Banjir,Jawa Tengah,0,0,0
2025,1,Banjir,Sumatera Utara,0,55,5500
2025,1,Banjir,Jawa Barat,0,0,0
2025,1,Cuaca ekstrem,Jawa Barat,4,0,0
2025,1,Banjir,Sumatera Barat,0,2,3405
2025,1,Banjir,Sumatera Barat,0,74,484
2025,1,Banjir,Aceh,146,11,6092
2025,1,Cuaca ekstrem,Riau,0,0,38
2025,1,Banjir,Sumatera Utara,14,0,1378
2025,1,Banjir,Sumatera Barat,11,0,3853
2025,1,Banjir,Aceh,13,0,44350
2025,1,Banjir,Aceh,3,0,2456
2025,1,Cuaca ekstrem,Sumatera Barat,0,0,0
2025,1,Banjir,Sulawesi Tenggara,0,0,0
2025,1,Cuaca ekstrem,Jawa Barat,0,0,0
2025,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,0,2,0
2025,1,Cuaca ekstrem,Jawa Timur,0,0,0
2025,1,Cuaca ekstrem,Sulawesi Selatan,3,0,0
2025,1,Banjir,Sulawesi Tengah,0,0,0
2025,1,Banjir,Banten,0,0,0
2025,1,Banjir,Jawa Barat,2,0,0
2025,1,Banjir,Lampung,0,0,0
2025,1,Erupsi gunung api,Jawa Timur,22,0,346
2025,1,Banjir,Nusa Tenggara Barat,1,1,0
2025,1,Banjir,Aceh,0,0,21095
2025,1,Cuaca ekstrem,Sulawesi Tengah,3,0,5
2025,1,Cuaca ekstrem,Jawa Barat,4,0,3
2025,1,Banjir,Jawa Timur,0,0,11
2025,1,Banjir,Sulawesi Utara,0,0,0
2025,1,Cuaca ekstrem,Jawa Barat,11,0,20
2025,1,Cuaca ekstrem,Jawa Tengah,0,0,0
2025,1,Banjir,Jawa Timur,5,0,0
2025,1,Longsor,Jawa Tengah,6,0,0
2025,1,Longsor,Jawa Tengah,54,17,1019
2025,1,Cuaca ekstrem,Sulawesi Selatan,1,0,0
2025,1,Cuaca ekstrem,Sulawesi Selatan,2,0,0
2025,1,Banjir,Kalimantan Utara,0,0,0
2025,1,Longsor,Jawa Tengah,5,0,0
2025,1,Longsor,Jawa Tengah,7,0,100
2025,1,Longsor,Jawa Barat,0,0,0
2025,1,Longsor,Jawa Tengah,32,0,73
2025,1,Longsor,Jawa Tengah,16,21,1058
2025,1,Cuaca ekstrem,Lampung,6,0,0
2025,1,Banjir,Kalimantan Selatan,0,0,0
2025,1,Kekeringan,Sumatera Utara,0,0,0
2025,1,Kebakaran hutan dan lahan,Sumatera Utara,0,0,0
2025,1,Cuaca ekstrem,Nusa Tenggara Barat,0,2,0
2025,1,Longsor,Jawa Barat,9,0,0
2025,1,Banjir,Jawa Timur,0,0,4
2025,0,Kebakaran hutan dan lahan,Riau,0,0,0
2025,1,Banjir,Kalimantan Tengah,0,0,0
2025,1,Banjir,Maluku,0,0,28
2025,1,Cuaca ekstrem,Lampung,0,0,0
2025,1,Longsor,Jawa Timur,0,1,0
2025,1,Cuaca ekstrem,Nusa Tenggara Barat,0,0,0
2025,1,Cuaca ekstrem,Maluku Utara,7,0,0
2025,1,Gelombang pasang / Abrasi,Sumatera Barat,2,0,10
2025,1,Banjir,Sulawesi Tengah,0,0,10
2025,1,Banjir,Jawa Tengah,0,0,10
2025,1,Cuaca ekstrem,Kalimantan Barat,1,0,0
2025,1,Cuaca ekstrem,Kalimantan Selatan,0,0,0
2025,1,Longsor,Jawa Tengah,0,0,0
2025,1,Cuaca ekstrem,Kalimantan Timur,2,0,0
2025,1,Banjir,Jawa Tengah,3,3,6
2025,1,Cuaca ekstrem,Jawa Tengah,4,0,0
2025,1,Banjir,Jawa Tengah,0,0,950
2025,1,Banjir,Lampung,6,0,64
2025,1,Longsor,Jawa Timur,0,0,0
2025,1,Cuaca ekstrem,Nusa Tenggara Timur,0,0,0
2025,1,Cuaca ekstrem,Maluku Utara,3,0,15
2025,1,Cuaca ekstrem,Sulawesi Utara,0,0,0
2025,1,Gelombang pasang / Abrasi,Sumatera Barat,0,0,0
2025,1,Gempabumi,Kalimantan Utara,2,0,0
2025,1,Kebakaran hutan dan lahan,Aceh,0,0,0
2025,1,Cuaca ekstrem,Jawa Timur,1,0,0
2025,1,Erupsi gunung api,Jawa Timur,0,0,0
2025,1,Cuaca ekstrem,Jawa Barat,0,0,33
2025,1,Cuaca ekstrem,Jawa Tengah,5,0,0
2025,1,Cuaca ekstrem,Sulawesi Tengah,0,1,0
2025,1,Cuaca ekstrem,Jawa Tengah,1,0,0
2025,1,Cuaca ekstrem,Sumatera Selatan,4,0,0
2025,1,Cuaca ekstrem,Jawa Barat,1,0,0
2025,0,Cuaca ekstrem,Lampung,5,0,0
2025,1,Cuaca ekstrem,Lampung,2,0,0
2025,0,Cuaca ekstrem,Lampung,12,0,0
2025,1,Cuaca ekstrem,Jawa Timur,9,0,0
2025,1,Cuaca ekstrem,Jawa Timur,2,0,0
2025,1,Longsor,Jawa Timur,1,4,0
2025,1,Banjir,Papua Pegunungan,0,8,0
2025,1,Banjir,Jawa Barat,0,0,109
2025,1,Cuaca ekstrem,Sumatera Selatan,5,0,0
2025,1,Banjir,Sulawesi Barat,0,0,0
2025,1,Banjir,Jawa Barat,0,0,1392
2025,0,Banjir,DKI Jakarta,0,0,0
2025,0,Banjir,DKI Jakarta,0,0,40
2025,1,Cuaca ekstrem,DKI Jakarta,0,1,0
2025,1,Banjir,Sulawesi Utara,2,0,0
2025,1,Longsor,Jawa Barat,1,0,4
2025,1,Longsor,Jawa Tengah,0,1,0
2025,1,Cuaca ekstrem,Sulawesi Selatan,5,0,0
2025,1,Longsor,Jawa Barat,2,0,0
2025,1,Banjir,Jawa Barat,49,0,1537
2025,1,Longsor,Jawa Barat,17,0,0
2025,1,Longsor,Jawa Barat,0,1,0
2025,1,Banjir,Sulawesi Tengah,1,0,765
2025,1,Banjir,Kalimantan Barat,0,0,0
2025,1,Cuaca ekstrem,Kepulauan Riau,1,0,0
2025,1,Banjir,Sulawesi Selatan,0,0,0
2025,1,Banjir,Jawa Barat,3,0,0
2025,1,Longsor,Jawa Barat,0,0,50
2025,1,Longsor,Jawa Tengah,4,0,0
2025,1,Banjir,Lampung,1,0,0
2025,1,Banjir,Jawa Tengah,0,4,299
2025,1,Cuaca ekstrem,Jawa Barat,5,0,7
2025,1,Cuaca ekstrem,Jawa Timur,3,0,0
2025,1,Cuaca ekstrem,Jawa Barat,0,2,0
2025,1,Longsor,Jawa Tengah,13,0,25
2025,1,Banjir,Riau,0,0,134
2025,1,Kebakaran hutan dan lahan,Sumatera Selatan,0,0,0
2025,1,Gelombang pasang / Abrasi,Sumatera Utara,0,0,35
2025,1,Cuaca ekstrem,Kalimantan Timur,1,2,0
2025,1,Banjir,Bengkulu,0,0,0
2025,1,Longsor,Bengkulu,1,0,0
2025,1,Kekeringan,Jawa Timur,0,0,0
2025,1,Banjir,Aceh,0,1,0
2025,1,Cuaca ekstrem,Jawa Barat,2,0,11
2025,1,Cuaca ekstrem,Jawa Tengah,8,0,0
2025,1,Cuaca ekstrem,Kalimantan Barat,0,0,0
2025,1,Cuaca ekstrem,Jawa Tengah,15,0,0
2025,1,Cuaca ekstrem,Jawa Barat,1,0,4
2025,0,Banjir,Sumatera Utara,0,0,0
2025,1,Gempabumi,Papua,30,0,30
2025,1,Kebakaran hutan dan lahan,Kalimantan Tengah,0,0,0
2025,1,Kekeringan,Nusa Tenggara Barat,0,0,0
2025,0,Cuaca ekstrem,Daerah Istimewa Yogyakarta,0,0,0
2025,1,Kebakaran hutan dan lahan,Sulawesi Tengah,0,0,0
2025,0,Kebakaran hutan dan lahan,Kalimantan Tengah,0,0,0
2025,0,Kebakaran hutan dan lahan,Jawa Tengah,0,0,0
2025,1,Banjir,Bengkulu,0,1,0
2025,1,Kebakaran hutan dan lahan,Jawa Timur,0,0,0
2025,1,Cuaca ekstrem,Jawa Tengah,2,0,0
2025,0,Cuaca ekstrem,Jawa Tengah,0,0,0
2025,1,Cuaca ekstrem,Jawa Timur,0,2,0
2025,1,Longsor,Jawa Tengah,3,0,0
2025,1,Banjir,Jawa Tengah,0,0,491
2025,1,Banjir,Riau,0,0,0
2025,1,Banjir,Sumatera Utara,0,0,845
2025,1,Gempabumi,Sulawesi Tenggara,3,0,0
2025,1,Kebakaran hutan dan lahan,Jawa Tengah,0,0,0
2025,1,Banjir,Papua Tengah,0,0,0
2025,1,Cuaca ekstrem,Jawa Timur,10,0,0
2025,1,Cuaca ekstrem,Banten,0,0,0
2025,1,Cuaca ekstrem,Maluku Utara,0,0,0
2025,1,Cuaca ekstrem,Lampung,8,0,0
2025,1,Cuaca ekstrem,Sulawesi Selatan,4,0,0
2025,1,Longsor,Sulawesi Tengah,0,0,0
2025,1,Cuaca ekstrem,Sumatera Barat,74,0,0
2025,0,Cuaca ekstrem,Jawa Barat,1,0,0
2025,0,Cuaca ekstrem,Jawa Barat,0,0,0
2025,0,Cuaca ekstrem,Jawa Barat,3,0,9
2025,1,Banjir,Kalimantan Timur,0,0,0
2025,1,Kebakaran hutan dan lahan,Sulawesi Selatan,0,0,0
2025,1,Gempabumi,Papua,24,0,0
2025,1,Banjir,Sumatera Selatan,0,0,0
2025,1,Cuaca ekstrem,Jawa Tengah,3,0,0
2025,1,Longsor,Maluku,0,0,0
2025,1,Banjir,Jambi,0,0,0
2025,1,Gelombang pasang / Abrasi,Bengkulu,0,0,0
2025,0,Gempabumi,Jawa Timur,0,0,0
2025,0,Gempabumi,Jawa Timur,119,0,1306
2025,1,Cuaca ekstrem,Jawa Timur,8,0,0
2025,1,Cuaca ekstrem,Sumatera Selatan,0,0,0
2025,1,Banjir,Bengkulu,0,0,75
2025,1,Cuaca ekstrem,Jawa Tengah,0,0,2
2025,1,Cuaca ekstrem,Kalimantan Selatan,7,0,0
2025,1,Gempabumi,Lampung,1,0,0
2025,1,Longsor,Jawa Barat,1,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,2,0,2
2025,1,Longsor,Sulawesi Selatan,0,0,0
2025,0,Gempabumi,Jawa Timur,1,0,0
2025,0,Gempabumi,Jawa Timur,3,0,0
2025,0,Gempabumi,Jawa Timur,2,0,0
2025,0,Gempabumi,Jawa Timur,56,0,0
2025,0,Gempabumi,Bali,0,0,0
2025,1,Cuaca ekstrem,Jawa Barat,1,0,8
2025,1,Banjir,Sumatera Selatan,16,2,52
2025,1,Cuaca ekstrem,Jawa Barat,4,0,12
2025,1,Cuaca ekstrem,Sumatera Utara,2,0,0
2025,1,Cuaca ekstrem,Sumatera Barat,1,0,0
2025,1,Cuaca ekstrem,Jawa Tengah,0,0,6
2025,0,Kebakaran hutan dan lahan,Sumatera Selatan,0,0,0
2025,1,Cuaca ekstrem,Jawa Timur,37,0,0
2025,0,Gempabumi,Jawa Barat,0,0,0
2025,1,Gempabumi,Papua Tengah,0,0,0
2025,1,Banjir,Papua Barat Daya,0,0,35
2025,1,Cuaca ekstrem,Sulawesi Tengah,0,0,0
2025,1,Kebakaran hutan dan lahan,Kalimantan Selatan,0,0,0
2025,1,Banjir,Papua Barat Daya,0,0,0
2025,1,Banjir,Gorontalo,0,0,0
2025,1,Cuaca ekstrem,Jawa Barat,2,0,0
2025,1,Gelombang pasang / Abrasi,Maluku,0,0,0
2025,0,Banjir,DKI Jakarta,0,0,215
2025,1,Banjir,Kalimantan Tengah,0,0,82
2025,1,Longsor,Jawa Tengah,1,0,0
2025,1,Banjir,Lampung,15,0,0
2025,1,Longsor,Papua Tengah,2,1,0
2025,1,Banjir,Kalimantan Tengah,0,0,44
2025,0,Banjir,Bali,0,2,0
2025,0,Banjir,Bali,0,0,0
2025,0,Banjir,Bali,0,1,0
2025,0,Banjir,Bali,0,3,0
2025,0,Banjir,Bali,612,12,399
2025,1,Kekeringan,Jawa Tengah,0,0,0
2025,1,Longsor,Papua Pegunungan,0,0,0
2025,1,Banjir,Nusa Tenggara Timur,116,6,389
2025,1,Longsor,Papua Tengah,0,5,0
2025,1,Longsor,Papua,0,0,45
2025,1,Longsor,Sumatera Utara,0,3,0
2025,1,Cuaca ekstrem,Jawa Barat,0,0,4
2025,1,Kebakaran hutan dan lahan,Banten,0,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,4,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,4,0,9
2025,1,Kebakaran hutan dan lahan,Nusa Tenggara Barat,0,0,0
2025,1,Longsor,Papua Barat Daya,0,0,0
2025,1,Kebakaran hutan dan lahan,Sumatera Barat,0,0,0
2025,1,Cuaca ekstrem,Kalimantan Tengah,13,0,0
2025,1,Banjir,Sulawesi Tengah,0,0,5
2025,1,Banjir,Lampung,3,0,0
2025,1,Banjir,DKI Jakarta,0,0,0
2025,1,Longsor,Jawa Tengah,0,0,3
2025,1,Banjir,Banten,0,0,162
2025,1,Kekeringan,Sumatera Barat,0,0,0
2025,1,Banjir,Lampung,1,0,200
2025,0,Banjir,Sulawesi Utara,0,0,0
2025,1,Banjir,Papua,0,0,0
2025,1,Cuaca ekstrem,Jawa Barat,7,0,0
2025,1,Banjir,Kepulauan Riau,0,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,2,0,4
2025,1,Cuaca ekstrem,Sumatera Selatan,7,0,0
2025,0,Gempabumi,Jawa Barat,1,0,0
2025,1,Cuaca ekstrem,DKI Jakarta,0,0,0
2025,1,Cuaca ekstrem,Banten,10,0,0
2025,1,Banjir,Sulawesi Tengah,2,0,0
2025,1,Banjir,Sulawesi Tengah,0,0,975
2025,1,Banjir,Daerah Istimewa Yogyakarta,0,0,0
2025,1,Gelombang pasang / Abrasi,Jawa Tengah,0,5,0
2025,1,Cuaca ekstrem,Banten,1,0,7
2025,1,Cuaca ekstrem,Lampung,7,0,0
2025,1,Gempabumi,Sulawesi Tengah,98,2,89
2025,1,Banjir,Maluku Utara,0,1,114
2025,1,Gelombang pasang / Abrasi,Maluku,61,0,0
2025,1,Banjir,Sulawesi Tengah,5,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,13,0,0
2025,1,Cuaca ekstrem,Jambi,15,0,0
2025,1,Gempabumi,Papua,8,0,0
2025,0,Longsor,Jawa Barat,2,0,8
2025,0,Longsor,Jawa Barat,0,0,5
2025,1,Cuaca ekstrem,Jawa Barat,3,0,0
2025,1,Cuaca ekstrem,Jawa Barat,2,0,7
2025,1,Longsor,Jawa Barat,1,0,10
2025,0,Banjir,Jawa Barat,3,0,301
2025,0,Banjir,Jawa Barat,0,0,0
2025,1,Cuaca ekstrem,Sulawesi Utara,10,0,0
2025,1,Kebakaran hutan dan lahan,Jambi,0,0,0
2025,0,Cuaca ekstrem,Jawa Barat,2,0,7
2025,0,Cuaca ekstrem,Jawa Barat,1,0,4
2025,1,Gelombang pasang / Abrasi,Bali,0,3,0
2025,1,Kebakaran hutan dan lahan,Kalimantan Utara,0,0,0
2025,1,Cuaca ekstrem,Sumatera Barat,6,0,0
2025,1,Cuaca ekstrem,Jawa Tengah,0,1,0
2025,1,Banjir,Jawa Barat,0,1,0
2025,1,Banjir,Maluku,3,0,4
2025,1,Banjir,Maluku,0,0,20
2025,1,Banjir,Jawa Barat,7,0,0
2025,1,Banjir,Jawa Tengah,0,2,0
2025,1,Banjir,Jawa Barat,0,0,7
2025,1,Cuaca ekstrem,Gorontalo,0,0,0
2025,1,Kebakaran hutan dan lahan,Kalimantan Timur,0,0,0
2025,1,Cuaca ekstrem,Jambi,36,0,0
2025,1,Cuaca ekstrem,Aceh,0,0,85
2025,1,Banjir,Maluku,0,0,0
2025,1,Longsor,Bengkulu,0,0,0
2025,1,Kebakaran hutan dan lahan,Kalimantan Barat,0,1,0
2025,1,Longsor,Jambi,2,2,0
2025,1,Kekeringan,Jawa Barat,0,0,0
2025,0,Tsunami,Gorontalo,0,0,0
2025,0,Tsunami,Gorontalo,0,0,64
2025,1,Banjir,Lampung,0,0,259
2025,1,Banjir,Jawa Barat,5,0,56
2025,1,Kebakaran hutan dan lahan,Kalimantan Barat,0,0,0
2025,1,Kekeringan,Kalimantan Timur,0,0,0
2025,1,Cuaca ekstrem,Sulawesi Barat,4,0,0
2025,1,Cuaca ekstrem,Sulawesi Tengah,0,0,62
2025,1,Kebakaran hutan dan lahan,Bengkulu,0,0,0
2025,1,Kebakaran hutan dan lahan,Kepulauan Bangka Belitung,0,0,0
2025,1,Gempabumi,Sulawesi Tengah,5,0,5517
2025,1,Kebakaran hutan dan lahan,Sulawesi Utara,0,0,0
2025,1,Kekeringan,Banten,0,0,0
2025,1,Cuaca ekstrem,Aceh,0,0,0
2025,1,Cuaca ekstrem,Aceh,0,0,5
2025,1,Cuaca ekstrem,Sumatera Utara,0,0,26
2025,1,Cuaca ekstrem,Aceh,1,0,5
2025,1,Gempabumi,Jawa Timur,0,0,0
2025,1,Erupsi gunung api,Nusa Tenggara Timur,0,0,0
2025,1,Banjir,Maluku Utara,1,2,0
2025,1,Longsor,Kepulauan Bangka Belitung,0,3,0
2025,1,Cuaca ekstrem,Aceh,5,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,40,0,0
2025,1,Banjir,Sulawesi Tenggara,0,0,25
2025,1,Kebakaran hutan dan lahan,Jawa Barat,0,0,0
2025,1,Cuaca ekstrem,Aceh,23,0,0
2025,1,Cuaca ekstrem,Riau,17,0,0
2025,1,Longsor,Jawa Barat,2,1,0
2025,1,Banjir,Papua Selatan,0,0,0
2025,1,Banjir,Jawa Barat,0,0,9016
2025,1,Longsor,Banten,0,0,0
2025,1,Banjir,Banten,0,0,156
2025,0,Banjir,DKI Jakarta,0,0,321
2025,1,Banjir,Sulawesi Tengah,0,1,0
2025,1,Cuaca ekstrem,Sulawesi Tengah,1,0,10
2025,1,Banjir,Bali,0,0,125
2025,1,Banjir,DKI Jakarta,0,0,156
2025,1,Banjir,Banten,0,0,755
2025,1,Banjir,Nusa Tenggara Barat,1,1,8
2025,1,Banjir,Bali,0,0,0
2025,1,Banjir,Nusa Tenggara Barat,30,1,740
2025,1,Cuaca ekstrem,Bali,0,2,0
2025,1,Banjir,Banten,0,0,175
2025,1,Banjir,DKI Jakarta,0,0,275
2025,1,Banjir,DKI Jakarta,0,0,680
2025,1,Longsor,Jawa Barat,1,1,11
2025,1,Longsor,Jawa Barat,5,3,25
2025,1,Longsor,Jawa Tengah,58,0,201
2025,1,Banjir,Sulawesi Selatan,0,0,33
2025,1,Longsor,Sulawesi Selatan,1,0,0
2025,1,Banjir,Sulawesi Selatan,0,0,29
2025,1,Longsor,Sulawesi Selatan,7,0,26
2025,1,Longsor,Sulawesi Selatan,1,0,10
2025,1,Cuaca ekstrem,Jawa Barat,1,0,15
2025,1,Gempabumi,Sulawesi Tengah,0,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,9,0,0
2025,1,Banjir,Jawa Barat,0,0,5
2025,1,Cuaca ekstrem,Sulawesi Barat,0,0,0
2025,1,Cuaca ekstrem,Sulawesi Tenggara,5,0,0
2025,1,Longsor,Maluku,0,1,0
2025,1,Cuaca ekstrem,Sumatera Utara,12,0,15
2025,1,Banjir,Banten,0,0,15
2025,1,Cuaca ekstrem,Jawa Barat,0,1,0
2025,1,Banjir,Jawa Timur,0,0,10
2025,1,Longsor,Sulawesi Tenggara,0,0,0
2025,1,Cuaca ekstrem,Jambi,0,0,0
2025,1,Banjir,Banten,0,0,6
2025,1,Cuaca ekstrem,Kepulauan Bangka Belitung,0,0,0
2025,1,Banjir,Sulawesi Tenggara,1,0,0
2025,1,Banjir,Maluku,6,0,0
2025,1,Longsor,Jawa Barat,1,4,0
2025,1,Cuaca ekstrem,Sulawesi Selatan,6,0,0
2025,1,Banjir,Papua Barat,0,0,0
2025,1,Gempabumi,Maluku,0,0,15
2025,1,Banjir,Maluku Utara,4,1,9240
2025,1,Longsor,Sulawesi Tengah,0,7,0
2025,1,Longsor,Maluku,91,2,0
2025,1,Longsor,Maluku Utara,1,0,0
2025,1,Banjir,Gorontalo,9,2,304
2025,1,Cuaca ekstrem,Sulawesi Selatan,7,0,35
2025,1,Longsor,Jawa Barat,0,2,0
2025,1,Banjir,Jawa Tengah,0,0,232
2025,1,Banjir,Sulawesi Tengah,1,0,1600
2025,1,Cuaca ekstrem,Jawa Barat,3,0,4
2025,1,Cuaca ekstrem,Maluku Utara,12,0,0
2025,1,Cuaca ekstrem,Lampung,1,0,0
2025,1,Cuaca ekstrem,Maluku Utara,4,0,0
2025,1,Banjir,Maluku Utara,0,1,10
2025,1,Banjir,Nusa Tenggara Timur,0,0,0
2025,1,Cuaca ekstrem,Nusa Tenggara Timur,0,1,0
2025,1,Cuaca ekstrem,Sumatera Utara,1,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,8,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,3,0,30
2025,1,Cuaca ekstrem,Aceh,1,0,0
2025,1,Cuaca ekstrem,Jawa Barat,1,0,13
2025,1,Cuaca ekstrem,Aceh,3,0,0
2025,1,Cuaca ekstrem,Jawa Barat,33,1,25
2025,1,Cuaca ekstrem,Jawa Timur,1,1,0
2025,1,Cuaca ekstrem,Aceh,36,0,0
2025,1,Cuaca ekstrem,Aceh,0,0,80
2025,1,Longsor,Jawa Barat,0,21,0
2025,1,Kebakaran hutan dan lahan,Bali,18,0,30
2025,1,Cuaca ekstrem,Jawa Barat,3,0,2
2025,1,Banjir,Aceh,0,0,10
2025,1,Cuaca ekstrem,Sumatera Utara,9,0,25
2025,1,Cuaca ekstrem,Sumatera Utara,15,0,60
2025,1,Cuaca ekstrem,Sumatera Selatan,8,0,0
2025,1,Gempabumi,Sulawesi Tenggara,0,0,0
2025,1,Banjir,Sulawesi Tengah,10,2,500
2025,1,Longsor,Kalimantan Timur,4,1,0
2025,1,Banjir,Kalimantan Timur,5,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,3,0,7
2025,1,Cuaca ekstrem,Aceh,7,0,0
2025,1,Cuaca ekstrem,Sumatera Utara,29,0,38
2025,1,Banjir,Jawa Barat,1,1,0
2025,1,Longsor,Jawa Barat,11,0,0
2025,0,Gempabumi,Bengkulu,0,0,0
2025,0,Gempabumi,Bengkulu,46,0,133
2025,1,Banjir,Jawa Tengah,0,0,3
2025,1,Banjir,Jawa Tengah,0,0,4
2025,1,Longsor,Jawa Barat,3,0,4
2025,1,Cuaca ekstrem,Riau,18,0,0
2025,1,Banjir,Kalimantan Utara,0,0,1890
2025,1,Banjir,Jawa Timur,0,2,0
2025,1,Cuaca ekstrem,Sumatera Utara,3,0,0
2025,1,Banjir,Jawa Timur,0,1,4
2025,1,Longsor,Jawa Timur,5,6,58
2025,1,Banjir,Jawa Tengah,3,0,0
2025,1,Longsor,Jawa Barat,0,0,372
2025,1,Longsor,Kalimantan Selatan,0,1,0
2025,1,Longsor,Jawa Tengah,0,0,1
2025,1,Banjir,Jawa Barat,0,0,80
2025,1,Banjir,Kalimantan Utara,0,0,140
2025,0,Cuaca ekstrem,Jawa Barat,1,0,3
2025,0,Longsor,Jawa Barat,0,0,0
2025,1,Banjir,Kalimantan Utara,1,0,0
2025,1,Cuaca ekstrem,Maluku Utara,16,0,0
2025,0,Longsor,Jawa Barat,0,0,4
2025,1,Longsor,Jawa Tengah,5,0,6
2025,1,Banjir,Jawa Tengah,0,0,25
2025,1,Banjir,Jawa Tengah,0,0,255
2025,1,Banjir,Papua Barat,0,16,0
2025,1,Banjir,Jawa Barat,0,0,230
2025,1,Banjir,Jawa Barat,0,0,149
2025,0,Banjir,Jawa Barat,0,0,10
2025,1,Longsor,Jawa Barat,0,0,131
2025,1,Longsor,Sulawesi Barat,5,0,31
2025,1,Cuaca ekstrem,Sumatera Utara,0,1,5
2025,1,Banjir,Jawa Timur,0,1,0
2025,1,Banjir,Kalimantan Timur,0,3,26
2025,1,Longsor,Kalimantan Timur,4,4,4
2025,1,Banjir,Sulawesi Selatan,0,0,52
2025,0,Gempabumi,Aceh,0,0,0
2025,1,Cuaca ekstrem,DKI Jakarta,5,0,0
2025,1,Longsor,Nusa Tenggara Timur,1,0,15
2025,0,Cuaca ekstrem,Jawa Barat,4,0,9
2025,1,Banjir,Nusa Tenggara Barat,0,0,87
2025,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,1,0,0
2025,0,Cuaca ekstrem,Jawa Tengah,0,0,3
2025,0,Cuaca ekstrem,Jawa Tengah,1,0,0
2025,1,Longsor,Nusa Tenggara Timur,3,0,0
2025,1,Longsor,Nusa Tenggara Timur,0,0,549
2025,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,0,0,0
2025,0,Cuaca ekstrem,Jawa Barat,2,0,5
2025,1,Cuaca ekstrem,Jawa Barat,26,0,0
2025,0,Cuaca ekstrem,Jawa Barat,2,0,0
2025,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,0,1,0
2025,1,Cuaca ekstrem,Gorontalo,46,0,81
2025,1,Longsor,Jawa Barat,0,0,51
2025,1,Banjir,Sulawesi Tengah,0,0,8
2025,1,Banjir,Sulawesi Utara,8,0,0
2025,1,Longsor,Kalimantan Tengah,0,4,0
2025,0,Longsor,Jawa Barat,1,0,1
2025,1,Cuaca ekstrem,Jawa Barat,2,0,8
2025,1,Cuaca ekstrem,Lampung,71,0,0
2025,1,Cuaca ekstrem,Jawa Barat,4,0,2
2025,1,Banjir,Papua Pegunungan,0,0,832
2025,1,Banjir,Sulawesi Tengah,2,0,13
2025,1,Banjir,Maluku Utara,0,2,0
2025,1,Longsor,Kalimantan Timur,15,0,0
2025,1,Banjir,Maluku Utara,0,0,776
2025,1,Longsor,Papua Pegunungan,0,2,7588
2025,1,Banjir,Papua Pegunungan,0,1,2322
2025,1,Cuaca ekstrem,Jawa Tengah,54,0,0
