tahun,jumlah_kejadian,jenis_bencana,provinsi,rumah_rusak_berat,meninggal,mengungsi
2022,1,Longsor,Sulawesi Selatan,0,0,0
2022,1,Longsor,Jawa Tengah,0,0,0
2022,1,Longsor,Sulawesi Selatan,0,5,0
2022,1,Cuaca ekstrem,Jawa Tengah,0,0,0
2022,1,Banjir,Jawa Timur,1,0,0
2022,1,Cuaca ekstrem,Banten,1,0,0
2022,1,Banjir,Nusa Tenggara Timur,2,0,0
2022,1,Longsor,Jawa Barat,0,0,0
2022,1,Banjir,Jawa Barat,0,0,0
2022,0,Banjir,Nusa Tenggara Timur,41,1,2733
2022,0,Banjir,Nusa Tenggara Timur,14,0,67
2022,1,Gelombang pasang / Abrasi,Sulawesi Tenggara,0,0,0
2022,1,Cuaca ekstrem,Sulawesi Tenggara,0,0,0
2022,1,Banjir,Sulawesi Tengah,0,0,0
2022,1,Cuaca ekstrem,Sulawesi Selatan,15,0,0
2022,1,Banjir,Nusa Tenggara Barat,0,0,0
2022,1,Gelombang pasang / Abrasi,Sulawesi Tenggara,40,0,0
2022,1,Banjir,Sulawesi Selatan,0,2,259
2022,1,Longsor,Sulawesi Selatan,0,4,0
2022,1,Banjir,Jawa Tengah,1,0,11
2022,1,Banjir,Kalimantan Barat,0,0,0
2022,1,Banjir,Sulawesi Selatan,1,0,0
2022,0,Banjir,Sulawesi Barat,94,1,0
2022,1,Banjir,Sulawesi Barat,16,0,0
2022,1,Cuaca ekstrem,Jawa Timur,1,0,0
2022,1,Banjir,Kalimantan Timur,0,0,0
2022,1,Banjir,Maluku Utara,0,0,0
2022,1,Gelombang pasang / Abrasi,Jawa Timur,0,0,0
2022,1,Banjir,Lampung,0,0,0
2022,0,Cuaca ekstrem,Jawa Barat,1,0,2
2022,0,Banjir,Sulawesi Barat,0,0,0
2022,0,Cuaca ekstrem,Jawa Barat,0,0,0
2022,1,Banjir,Sulawesi Selatan,0,2,0
2022,1,Cuaca ekstrem,Kalimantan Barat,4,0,56
2022,1,Banjir,Sumatera Utara,0,0,0
2022,1,Cuaca ekstrem,Lampung,0,0,0
2022,1,Banjir,Jawa Tengah,0,0,17
2022,1,Banjir,Sulawesi Utara,0,0,0
2022,1,Cuaca ekstrem,Kalimantan Selatan,1,0,0
2022,1,Gempabumi,Jawa Barat,0,0,0
2022,1,Cuaca ekstrem,Bengkulu,0,0,0
2022,1,Banjir,Sumatera Utara,0,0,255
2022,1,Banjir,Jawa Barat,0,0,257
2022,1,Gelombang pasang / Abrasi,Sulawesi Tengah,0,0,0
2022,1,Banjir,Aceh,0,0,858
2022,1,Longsor,Jawa Tengah,0,2,0
2022,1,Banjir,Aceh,0,0,7482
2022,1,Banjir,Sumatera Utara,0,0,10
2022,1,Cuaca ekstrem,Jawa Barat,2,0,0
2022,1,Banjir,Sulawesi Utara,0,1,0
2022,1,Longsor,Jawa Barat,6,0,184
2022,1,Cuaca ekstrem,Lampung,0,1,0
2022,1,Banjir,Jawa Barat,9,2,842
2022,1,Banjir,Jawa Barat,1,0,5
2022,1,Banjir,DKI Jakarta,0,0,59
2022,1,Banjir,Riau,0,0,20
2022,1,Banjir,Gorontalo,0,0,0
2022,1,Cuaca ekstrem,Jawa Barat,0,0,6
2022,1,Banjir,Sulawesi Barat,5,0,0
2022,1,Banjir,Jawa Barat,0,0,5
2022,1,Banjir,Sumatera Utara,2,0,0
2022,0,Longsor,Jawa Tengah,0,0,0
2022,0,Longsor,Jawa Tengah,1,0,0
2022,1,Banjir,Kepulauan Riau,1,0,105
2022,1,Banjir,Aceh,0,0,370
2022,1,Banjir,Aceh,0,0,36
2022,1,Banjir,Riau,0,0,0
2022,1,Banjir,Nusa Tenggara Barat,3,0,0
2022,1,Longsor,Aceh,0,0,0
2022,1,Gempabumi,Bali,0,0,0
2022,1,Banjir,Sumatera Barat,0,0,0
2022,1,Cuaca ekstrem,Jawa Tengah,0,0,2
2022,1,Cuaca ekstrem,Jawa Timur,6,0,0
2022,1,Longsor,Sulawesi Selatan,6,0,0
2022,1,Cuaca ekstrem,Jawa Tengah,3,0,0
2022,1,Longsor,Riau,9,0,0
2022,1,Banjir,Riau,9,0,0
2022,1,Longsor,Kalimantan Utara,6,0,0
2022,1,Longsor,Jawa Barat,1,1,0
2022,1,Banjir,Sumatera Utara,0,0,217
2022,1,Longsor,Jawa Barat,6,0,20
2022,1,Cuaca ekstrem,Sumatera Selatan,1,0,0
2022,1,Banjir,Kalimantan Tengah,0,0,0
2022,0,Gempabumi,Jawa Barat,0,0,4
2022,0,Gempabumi,Jawa Barat,0,0,3
2022,1,Banjir,Bengkulu,0,0,0
2022,1,Cuaca ekstrem,Daerah Istimewa Yogyakarta,0,0,0
2022,1,Banjir,Aceh,1,0,0
2022,1,Erupsi gunung api,Jawa Timur,0,0,2489
2022,1,Banjir,DKI Jakarta,0,0,0
2022,0,Gempabumi,Jawa Barat,0,0,0
2022,1,Cuaca ekstrem,Kepulauan Bangka Belitung,13,0,0
2022,1,Banjir,Jawa Tengah,0,0,125
2022,1,Banjir,Jawa Tengah,0,0,2325
2022,1,Banjir,Banten,0,0,62
2022,1,Banjir,Jawa Tengah,3,2,200
2022,1,Banjir,Bali,0,0,0
2022,1,Cuaca ekstrem,Kalimantan Timur,8,0,0
2022,1,Banjir,Jawa Timur,0,2,0
2022,1,Longsor,Jawa Timur,2,0,7
2022,1,Longsor,Riau,0,0,0
2022,1,Banjir,Jawa Timur,0,0,18
2022,1,Banjir,Kalimantan Selatan,0,0,0
2022,1,Banjir,Jawa Timur,0,1,0
2022,1,Banjir,Jawa Tengah,0,0,140
2022,1,Longsor,Sumatera Barat,0,0,0
2022,1,Gempabumi,Jawa Timur,0,0,0
2022,1,Longsor,Jawa Tengah,2,0,0
2022,1,Banjir,Sumatera Utara,0,0,400
2022,1,Cuaca ekstrem,Kalimantan Barat,0,0,0
2022,0,Gempabumi,Jawa Barat,1,0,4
2022,0,Gempabumi,Jawa Barat,96,0,695
2022,0,Gempabumi,Jawa Barat,13633,602,114683
2022,1,Banjir,Aceh,0,2,392
2022,1,Banjir,Aceh,0,0,10
2022,1,Banjir,Jawa Tengah,1,0,172
2022,1,Banjir,Daerah Istimewa Yogyakarta,0,0,129
2022,1,Banjir,Jawa Tengah,0,0,177
2022,1,Banjir,Jawa Tengah,0,0,390
2022,1,Banjir,Jawa Tengah,0,0,321
2022,1,Banjir,Jawa Tengah,1,0,0
2022,0,Banjir,Sulawesi Barat,5,0,0
2022,1,Banjir,Jawa Timur,4,0,0
2022,1,Banjir,Sulawesi Selatan,8,0,0
2022,1,Banjir,Sulawesi Selatan,0,0,754
2022,0,Banjir,Sulawesi Barat,1,0,403
2022,0,Banjir,Jawa Tengah,0,0,31
2022,0,Banjir,Jawa Tengah,4,0,25
2022,1,Banjir,Sulawesi Barat,22,0,409
2022,1,Banjir,Sulawesi Barat,10,0,0
2022,1,Banjir,Kalimantan Selatan,2,0,0
2022,1,Longsor,Sumatera Utara,0,0,0
2022,1,Cuaca ekstrem,Jawa Barat,12,0,70
2022,1,Banjir,Sumatera Utara,0,0,126
2022,1,Longsor,Sulawesi Selatan,0,4,75
2022,1,Banjir,Sumatera Barat,1,0,0
2022,1,Banjir,Sumatera Utara,0,0,4475
2022,1,Cuaca ekstrem,Jawa Tengah,4,0,0
2022,1,Longsor,Sulawesi Utara,0,0,0
2022,1,Cuaca ekstrem,Jawa Tengah,1,0,0
2022,1,Longsor,Sumatera Barat,1,0,0
2022,1,Banjir,Kalimantan Tengah,0,2,391
2022,1,Longsor,Bengkulu,0,0,0
2022,1,Longsor,Jawa Timur,3,0,0
2022,1,Banjir,Jawa Tengah,0,0,5
2022,0,Banjir,Sumatera Selatan,5,0,10
2022,1,Longsor,Jawa Barat,2,0,0
2022,0,Banjir,DKI Jakarta,0,0,0
2022,1,Longsor,Lampung,2,3,0
2022,1,Longsor,Sumatera Selatan,1,0,0
2022,1,Longsor,Kalimantan Barat,0,0,0
2022,0,Banjir,Sumatera Selatan,6,0,31
2022,1,Banjir,Lampung,1,0,0
2022,1,Banjir,Papua Barat,0,0,0
2022,1,Longsor,Lampung,0,0,0
2022,1,Banjir,Sumatera Utara,0,0,540
2022,1,Cuaca ekstrem,Jawa Barat,1,0,6
2022,1,Banjir,Sumatera Utara,1,3,0
2022,1,Banjir,Sumatera Barat,0,0,5
2022,1,Banjir,Kalimantan Barat,0,0,100
2022,1,Longsor,Sulawesi Barat,3,0,19
2022,1,Banjir,Aceh,4,0,0
2022,1,Cuaca ekstrem,Nusa Tenggara Timur,0,0,0
2022,1,Banjir,Lampung,10,0,0
2022,1,Banjir,Nusa Tenggara Barat,0,0,45
2022,1,Longsor,Nusa Tenggara Timur,0,0,0
2022,1,Longsor,Jawa Barat,1,0,0
2022,1,Longsor,Jawa Timur,3,1,0
2022,1,Longsor,Jawa Timur,1,0,0
2022,1,Banjir,Sumatera Selatan,0,0,0
2022,1,Cuaca ekstrem,Sumatera Utara,0,0,0
2022,1,Banjir,Jawa Tengah,0,0,25
2022,1,Banjir,Jawa Tengah,0,0,8
2022,1,Cuaca ekstrem,Jawa Timur,3,0,0
2022,1,Banjir,Kalimantan Barat,0,0,365
2022,1,Cuaca ekstrem,Jawa Tengah,0,0,42
2022,1,Banjir,Jawa Tengah,0,0,43
2022,1,Cuaca ekstrem,Jawa Barat,1,0,4
2022,1,Banjir,Sulawesi Utara,0,0,200
2022,1,Cuaca ekstrem,Sulawesi Selatan,3,0,0
2022,1,Banjir,Jambi,0,0,0
2022,1,Banjir,Aceh,0,0,706
2022,1,Banjir,Sumatera Utara,0,0,34
2022,1,Cuaca ekstrem,Jawa Barat,2,0,7
2022,1,Banjir,Aceh,0,1,0
2022,1,Longsor,Jawa Tengah,2,2,0
2022,0,Banjir,Jawa Timur,50,0,0
2022,1,Banjir,Aceh,0,0,2965
2022,1,Banjir,Sumatera Utara,0,0,20
2022,1,Banjir,Jawa Timur,24,0,0
2022,0,Banjir,Jawa Timur,32,0,0
2022,1,Banjir,Jawa Tengah,0,0,92
2022,1,Banjir,Aceh,0,0,150
2022,1,Banjir,Sumatera Utara,0,0,680
2022,1,Banjir,Aceh,0,0,315
2022,1,Banjir,Aceh,17,3,184
2022,1,Cuaca ekstrem,Sulawesi Tengah,3,0,15
2022,1,Banjir,Riau,0,0,142
2022,1,Banjir,Riau,0,0,2218
2022,1,Banjir,Aceh,0,0,50
2022,1,Banjir,Jawa Barat,0,0,18
2022,1,Banjir,Nusa Tenggara Timur,0,1,0
2022,1,Kebakaran hutan dan lahan,Kalimantan Selatan,0,0,0
2022,1,Banjir,Aceh,0,0,220967
2022,1,Banjir,Aceh,0,0,250
2022,1,Banjir,Aceh,0,1,637
2022,1,Banjir,Riau,0,0,99
2022,1,Longsor,Aceh,3,0,15
2022,0,Banjir,Sulawesi Tengah,0,0,0
2022,1,Banjir,Aceh,165,0,0
2022,1,Banjir,Nusa Tenggara Timur,15,0,0
2022,1,Banjir,Sulawesi Tengah,3,0,5
2022,1,Longsor,Bali,0,0,0
2022,1,Cuaca ekstrem,Jawa Barat,0,0,5
2022,1,Longsor,Bali,5,0,0
2022,1,Banjir,Lampung,2,4,607
2022,1,Banjir,Sulawesi Barat,0,0,0
2022,1,Gelombang pasang / Abrasi,Sulawesi Utara,0,0,0
2022,1,Cuaca ekstrem,Kepulauan Bangka Belitung,0,0,0
2022,1,Banjir,Jawa Barat,0,0,240
2022,0,Longsor,Jawa Barat,4,0,0
2022,0,Longsor,Jawa Barat,3,0,15
2022,1,Longsor,Jawa Tengah,1,0,0
2022,1,Banjir,Jawa Tengah,0,0,15
2022,0,Cuaca ekstrem,Jawa Barat,1,0,0
2022,0,Cuaca ekstrem,Jawa Barat,2,0,15
2022,1,Longsor,Jawa Tengah,0,0,322
2022,1,Cuaca ekstrem,Jawa Timur,5,0,0
2022,1,Banjir,Jawa Tengah,8,0,535
2022,1,Cuaca ekstrem,Sulawesi Selatan,2,0,20
2022,1,Cuaca ekstrem,Maluku Utara,1,0,0
2022,1,Banjir,Jawa Timur,2,0,0
2022,1,Cuaca ekstrem,Jawa Barat,0,1,0
2022,1,Cuaca ekstrem,Maluku Utara,0,0,0
2022,1,Longsor,Jawa Barat,5,3,0
2022,1,Longsor,Jawa Tengah,2,0,5
2022,1,Longsor,Jawa Timur,0,3,0
2022,0,Longsor,Jawa Barat,0,0,0
2022,1,Longsor,Jawa Barat,0,0,4
2022,1,Banjir,Jawa Barat,0,0,53
2022,1,Banjir,Riau,0,0,5
2022,1,Banjir,Lampung,1,1,0
2022,1,Cuaca ekstrem,Riau,1,0,0
2022,1,Banjir,Sulawesi Barat,0,0,175
2022,1,Cuaca ekstrem,Nusa Tenggara Barat,6,0,0
2022,1,Banjir,Jawa Timur,0,0,29
2022,1,Banjir,Sulawesi Barat,62,0,0
2022,1,Banjir,Sumatera Selatan,1,0,0
2022,0,Longsor,Jawa Barat,1,0,0
2022,0,Banjir,Aceh,0,0,1
2022,1,Banjir,Aceh,0,0,55
2022,0,Longsor,Jawa Barat,1,0,5
2022,0,Longsor,Jawa Barat,0,0,1
2022,0,Banjir,Aceh,0,0,0
2022,1,Banjir,Sumatera Selatan,0,0,195
2022,1,Longsor,Jawa Tengah,12,1,79
2022,1,Cuaca ekstrem,Aceh,0,0,6
2022,1,Cuaca ekstrem,Sulawesi Tengah,1,0,5
2022,1,Banjir,Jawa Timur,0,1,10
2022,1,Longsor,Kalimantan Timur,0,0,0
2022,1,Banjir,Sumatera Utara,0,0,5
2022,0,Banjir,Lampung,2,0,0
2022,0,Banjir,Lampung,0,0,0
2022,1,Longsor,Bali,0,1,0
2022,1,Banjir,Bali,0,1,0
2022,1,Banjir,Jawa Timur,0,0,464
2022,1,Banjir,Bali,1,3,8
2022,1,Longsor,Jawa Timur,0,0,223
2022,1,Banjir,Jawa Timur,0,0,1
2022,1,Banjir,Bali,45,1,615
2022,1,Banjir,Jawa Timur,0,0,90
2022,1,Longsor,Jawa Tengah,43,1,101
2022,1,Cuaca ekstrem,Sulawesi Tengah,4,0,20
2022,1,Banjir,Sulawesi Barat,2,0,0
2022,1,Cuaca ekstrem,Kepulauan Bangka Belitung,3,0,20
2022,1,Banjir,Kalimantan Tengah,0,0,100
2022,1,Longsor,Sulawesi Selatan,0,3,0
2022,1,Cuaca ekstrem,Sumatera Selatan,1,0,10
2022,0,Longsor,Jawa Barat,0,0,32
2022,1,Longsor,Jawa Tengah,5,0,0
2022,0,Banjir,Jawa Barat,0,0,11
2022,0,Longsor,Jawa Barat,0,0,4
2022,1,Banjir,Jawa Barat,1,7,140
2022,0,Banjir,Jawa Barat,0,0,0
2022,0,Longsor,Jawa Barat,0,0,2
2022,0,Banjir,Nusa Tenggara Barat,0,1,0
2022,1,Longsor,Jawa Barat,0,0,2
2022,1,Banjir,Kalimantan Barat,0,0,1302
2022,0,Cuaca ekstrem,Jawa Barat,1,0,4
2022,0,Longsor,Jawa Barat,0,1,0
2022,1,Longsor,Daerah Istimewa Yogyakarta,0,0,0
2022,0,Banjir,Nusa Tenggara Barat,0,0,0
2022,1,Banjir,Daerah Istimewa Yogyakarta,0,0,0
2022,1,Banjir,Sulawesi Barat,43,0,0
2022,1,Banjir,Kalimantan Barat,0,0,12
2022,1,Banjir,Jawa Tengah,0,0,3
2022,1,Banjir,Papua Barat Daya,0,0,0
2022,1,Banjir,Sumatera Selatan,0,0,105
2022,1,Banjir,Kalimantan Barat,0,0,3000
2022,1,Cuaca ekstrem,Jawa Tengah,5,0,0
2022,1,Cuaca ekstrem,Nusa Tenggara Barat,3,0,0
2022,1,Longsor,Sulawesi Utara,0,1,0
2022,1,Longsor,Jawa Barat,0,0,15
2022,1,Cuaca ekstrem,Jawa Tengah,9,0,0
2022,1,Longsor,Jawa Barat,8,0,12
2022,0,Gempabumi,Jawa Barat,1,0,0
2022,0,Gempabumi,Banten,0,0,0
2022,1,Banjir,Banten,14,0,0
2022,1,Cuaca ekstrem,Nusa Tenggara Barat,16,0,0
2022,1,Banjir,Sulawesi Selatan,2,0,116
2022,1,Banjir,Kalimantan Barat,0,0,1454
2022,1,Banjir,Kalimantan Barat,0,0,659
2022,1,Banjir,Jawa Tengah,0,0,47
2022,1,Banjir,Kalimantan Barat,0,0,500
2022,1,Banjir,Kalimantan Tengah,0,0,328
2022,1,Banjir,Jawa Timur,2,0,5
2022,1,Banjir,Sumatera Utara,5,0,25
2022,1,Banjir,Aceh,0,0,4948
2022,1,Banjir,Nusa Tenggara Barat,2,0,0
2022,1,Longsor,Bali,0,3,0
2022,1,Banjir,Jawa Tengah,0,1,10
2022,1,Banjir,Kalimantan Barat,0,0,684
2022,1,Cuaca ekstrem,Lampung,2,0,0
2022,1,Banjir,Jawa Tengah,0,0,586
2022,1,Longsor,Jawa Tengah,0,0,455
2022,1,Banjir,Jawa Barat,10,0,52
2022,1,Banjir,Jawa Tengah,8,0,2422
2022,1,Longsor,Jawa Barat,3,0,0
2022,1,Longsor,Jawa Tengah,3,0,0
2022,1,Cuaca ekstrem,Jawa Timur,11,0,0
2022,1,Banjir,DKI Jakarta,0,3,2402
2022,1,Banjir,DKI Jakarta,0,0,177
2022,1,Banjir,Aceh,5,1,41120
2022,1,Banjir,Aceh,0,0,46
2022,1,Cuaca ekstrem,Bengkulu,0,1,0
2022,1,Kebakaran hutan dan lahan,Aceh,0,0,0
2022,1,Banjir,Gorontalo,0,0,125
2022,1,Banjir,Jawa Timur,1,0,5
2022,1,Cuaca ekstrem,Jawa Timur,0,1,0
2022,0,Gempabumi,Sumatera Utara,0,0,0
2022,0,Gempabumi,Sumatera Utara,0,1,0
2022,1,Kebakaran hutan dan lahan,Jawa Timur,0,0,0
2022,1,Banjir,Riau,0,0,8
2022,1,Gempabumi,Sumatera Barat,0,0,0
2022,1,Kebakaran hutan dan lahan,Jawa Barat,0,0,0
2022,1,Banjir,Riau,0,0,16
2022,1,Longsor,Kalimantan Selatan,10,9,0
2022,1,Kebakaran hutan dan lahan,Kalimantan Utara,0,0,0
2022,1,Kebakaran hutan dan lahan,Sumatera Selatan,0,0,0
2022,1,Longsor,Jawa Barat,5,0,0
2022,1,Cuaca ekstrem,Bali,0,0,0
2022,1,Cuaca ekstrem,Lampung,1,0,0
2022,1,Longsor,Jawa Tengah,0,0,24
2022,1,Banjir,Jawa Barat,1,0,245
2022,1,Kebakaran hutan dan lahan,Kalimantan Timur,0,0,0
2022,1,Longsor,Jawa Barat,0,0,7
2022,1,Banjir,Jawa Barat,5,1,0
2022,1,Banjir,Sulawesi Tenggara,0,0,0
2022,1,Kekeringan,Jawa Tengah,0,0,0
2022,1,Longsor,Sulawesi Selatan,0,0,16
2022,1,Cuaca ekstrem,Bengkulu,8,0,0
2022,1,Longsor,Aceh,0,2,0
2022,1,Cuaca ekstrem,Sulawesi Tengah,1,0,0
2022,0,Kebakaran hutan dan lahan,Kalimantan Selatan,0,0,0
2022,1,Banjir,Jawa Barat,0,0,152
2022,1,Cuaca ekstrem,Aceh,1,0,0
2022,1,Cuaca ekstrem,Aceh,3,0,15
2022,0,Longsor,Jawa Barat,20,0,50
2022,1,Kebakaran hutan dan lahan,Nusa Tenggara Timur,0,0,0
2022,1,Banjir,Kalimantan Tengah,0,0,161
2022,1,Cuaca ekstrem,Aceh,9,0,0
2022,1,Banjir,Sumatera Selatan,10,0,0
2022,1,Banjir,Kalimantan Tengah,0,0,86
2022,1,Longsor,Jawa Barat,1,0,41
2022,1,Kekeringan,Jawa Barat,0,0,0
2022,1,Banjir,Kalimantan Timur,0,1,0
2022,1,Banjir,Kepulauan Bangka Belitung,0,0,0
2022,1,Cuaca ekstrem,Jawa Tengah,8,0,0
2022,0,Banjir,Jambi,0,0,0
2022,1,Banjir,Kalimantan Barat,0,0,36
2022,1,Longsor,Jawa Barat,0,0,5
2022,1,Cuaca ekstrem,Jawa Barat,1,0,7
2022,1,Cuaca ekstrem,Aceh,0,0,0
2022,1,Banjir,Kalimantan Utara,0,0,0
2022,1,Banjir,Jawa Barat,0,2,68
2022,1,Banjir,Jawa Barat,1,0,16
2022,1,Kebakaran hutan dan lahan,Jambi,0,0,0
2022,1,Gempabumi,Sumatera Barat,5,0,0
2022,1,Banjir,Kalimantan Tengah,0,0,11
2022,1,Banjir,Kalimantan Selatan,0,0,7
2022,1,Cuaca ekstrem,Jawa Timur,4,0,0
2022,1,Cuaca ekstrem,Maluku Utara,11,0,0
2022,1,Gempabumi,Papua,0,0,0
2022,0,Longsor,Jawa Barat,2,0,0
2022,1,Cuaca ekstrem,Jawa Barat,2,0,23
2022,1,Banjir,Sulawesi Tengah,2,0,0
2022,1,Banjir,Sulawesi Tengah,0,0,150
2022,1,Banjir,Jawa Barat,0,0,30
2022,1,Cuaca ekstrem,Kepulauan Riau,0,0,0
2022,1,Longsor,Kalimantan Utara,0,0,0
2022,1,Banjir,Sulawesi Selatan,20,0,0
2022,0,Cuaca ekstrem,Jawa Barat,1,0,3
2022,0,Cuaca ekstrem,Jawa Barat,2,0,6
2022,1,Banjir,Sulawesi Tengah,1,0,35
2022,1,Banjir,Kalimantan Tengah,0,0,15
2022,1,Banjir,Kalimantan Tengah,0,0,50
2022,1,Cuaca ekstrem,Jawa Barat,18,0,0
2022,1,Longsor,Sulawesi Selatan,1,0,0
2022,1,Banjir,Kalimantan Tengah,0,0,1
2022,0,Cuaca ekstrem,Jawa Barat,1,0,14
2022,1,Banjir,Kalimantan Barat,1,0,0
2022,1,Banjir,Aceh,3,0,0
2022,1,Cuaca ekstrem,Sumatera Selatan,0,0,0
2022,1,Cuaca ekstrem,Kalimantan Timur,3,0,0
2022,1,Banjir,Sulawesi Tengah,21,0,500
2022,1,Banjir,Sulawesi Selatan,23,0,150
2022,1,Longsor,Jawa Barat,0,1,0
2022,1,Banjir,Sumatera Selatan,0,0,40
2022,1,Banjir,Bengkulu,2,0,0
2022,1,Cuaca ekstrem,Kalimantan Barat,4,0,0
2022,1,Banjir,Kalimantan Selatan,0,0,14
2022,1,Banjir,Sulawesi Selatan,0,0,600
2022,1,Banjir,Bengkulu,1,0,1030
2022,1,Banjir,Bengkulu,1,0,0
2022,1,Longsor,Jawa Barat,1,0,4
2022,1,Cuaca ekstrem,Sulawesi Barat,1,0,0
2022,1,Gempabumi,Sumatera Barat,0,0,2326
2022,1,Cuaca ekstrem,Jawa Barat,1,0,5
2022,1,Kebakaran hutan dan lahan,Riau,0,0,0
2022,1,Banjir,Sumatera Utara,1,0,0
2022,1,Banjir,Aceh,0,0,275
2022,1,Banjir,Jawa Barat,0,0,16
2022,1,Banjir,Kalimantan Barat,3,0,427
2022,1,Banjir,Maluku,0,0,84
2022,1,Banjir,Maluku,0,0,150
2022,1,Banjir,Aceh,0,2,0
2022,1,Banjir,Maluku,0,0,0
2022,1,Longsor,Jawa Tengah,0,1,0
2022,0,Gempabumi,Bengkulu,0,0,0
2022,0,Gempabumi,Lampung,0,0,0
2022,1,Banjir,Papua Barat Daya,3,3,2000
2022,0,Gempabumi,Bali,0,0,0
2022,0,Gempabumi,Nusa Tenggara Barat,1,0,0
2022,1,Banjir,Gorontalo,0,0,10
2022,1,Banjir,Kalimantan Tengah,0,0,120
2022,1,Banjir,Kalimantan Tengah,0,0,20
2022,1,Longsor,Sumatera Selatan,0,0,0
2022,1,Cuaca ekstrem,Jawa Barat,2,0,11
2022,1,Longsor,Kalimantan Utara,0,1,0
2022,1,Banjir,Sumatera Utara,0,0,2875
2022,1,Banjir,Sumatera Utara,0,0,30
2022,1,Banjir,Kalimantan Selatan,0,1,7
2022,1,Cuaca ekstrem,Sumatera Barat,2,0,0
2022,1,Cuaca ekstrem,Sumatera Selatan,27,0,0
2022,1,Banjir,Jawa Barat,4,0,15
2022,1,Cuaca ekstrem,Jawa Tengah,2,0,0
2022,1,Gelombang pasang / Abrasi,Riau,0,0,0
2022,1,Longsor,DKI Jakarta,0,0,0
2022,1,Cuaca ekstrem,Riau,2,0,0
2022,0,Cuaca ekstrem,Jawa Barat,0,0,5
2022,1,Cuaca ekstrem,Jawa Barat,5,0,0
2022,1,Kebakaran hutan dan lahan,Kepulauan Riau,0,0,0
2022,0,Kebakaran hutan dan lahan,Kalimantan Barat,0,0,0
2022,0,Kebakaran hutan dan lahan,Sumatera Selatan,0,0,0
2022,1,Cuaca ekstrem,Sumatera Barat,1,0,0
2022,1,Banjir,Kalimantan Barat,0,0,50
2022,1,Banjir,Kepulauan Riau,0,0,350
2022,1,Gelombang pasang / Abrasi,Maluku,0,0,0
2022,1,Gelombang pasang / Abrasi,Riau,15,0,0
2022,1,Longsor,Maluku,6,0,24
2022,1,Banjir,Sulawesi Tengah,0,0,75
2022,0,Banjir,Sulawesi Tengah,9,7,1770
2022,1,Cuaca ekstrem,Sumatera Utara,0,1,0
2022,1,Banjir,Kalimantan Selatan,0,0,23
2022,1,Kebakaran hutan dan lahan,Kalimantan Barat,0,0,0
2022,0,Longsor,Jawa Barat,0,0,10
2022,1,Banjir,Papua Barat Daya,2,0,0
2022,1,Longsor,Jawa Barat,1,2,10
2022,1,Cuaca ekstrem,Kepulauan Riau,4,2,0
2022,1,Longsor,Sumatera Selatan,3,0,0
2022,1,Banjir,Papua Pegunungan,288,0,0
2022,1,Banjir,Jawa Barat,0,0,1239
2022,1,Longsor,Jawa Barat,0,0,14
2022,0,Banjir,DKI Jakarta,0,0,272
2022,1,Banjir,Jawa Barat,2,0,274
2022,1,Gelombang pasang / Abrasi,Maluku,1,0,0
2022,1,Cuaca ekstrem,Maluku,0,0,0
2022,1,Gelombang pasang / Abrasi,Maluku,0,0,50
2022,1,Gelombang pasang / Abrasi,Papua Barat,1,0,0
2022,1,Banjir,Gorontalo,2,0,0
2022,1,Gelombang pasang / Abrasi,Maluku,8,0,0
2022,0,Banjir,Jawa Timur,0,0,0
2022,1,Banjir,Jawa Tengah,17,0,64
2022,1,Banjir,Maluku Utara,7,0,0
2022,1,Banjir,Papua Barat,0,0,61
2022,1,Banjir,Sulawesi Selatan,1,0,1
2022,1,Banjir,Maluku Utara,0,0,170
2022,1,Gelombang pasang / Abrasi,Sulawesi Tengah,4,0,0
2022,1,Banjir,Maluku,1,0,50
2022,0,Kebakaran hutan dan lahan,Aceh,0,0,0
2022,1,Banjir,Maluku,0,1,0
2022,1,Longsor,Sulawesi Tengah,1,0,0
2022,1,Kebakaran hutan dan lahan,Sumatera Barat,0,0,0
2022,1,Longsor,Sumatera Selatan,4,0,0
2022,1,Banjir,Maluku,1,6,6
2022,1,Banjir,Aceh,0,0,19
2022,1,Banjir,Jawa Barat,6,0,0
2022,1,Gelombang pasang / Abrasi,Aceh,2,0,0
2022,1,Longsor,Sulawesi Barat,0,0,0
2022,1,Longsor,Sulawesi Barat,6,2,0
2022,1,Cuaca ekstrem,Bengkulu,0,2,0
2022,1,Cuaca ekstrem,Aceh,3,0,0
2022,1,Banjir,Kepulauan Riau,0,0,11
2022,1,Banjir,Nusa Tenggara Timur,6,2,0
2022,1,Banjir,Bengkulu,1,0,100
2022,1,Cuaca ekstrem,Kalimantan Timur,2,0,0
2022,1,Longsor,Sulawesi Tenggara,2,0,0
2022,1,Longsor,Jawa Tengah,0,0,5
2022,1,Banjir,Sulawesi Tengah,0,0,350
2022,1,Banjir,Sumatera Utara,0,0,15
2022,0,Cuaca ekstrem,Jawa Tengah,0,0,0
2022,0,Banjir,Jawa Tengah,0,0,0
2022,0,Banjir,Jawa Tengah,4,0,6
2022,1,Banjir,Jawa Tengah,0,0,123
2022,1,Longsor,Jawa Tengah,0,2,60
2022,0,Banjir,Jawa Barat,5,0,20
2022,0,Banjir,Jawa Barat,41,3,395
2022,1,Banjir,Kalimantan Tengah,0,0,10
2022,1,Cuaca ekstrem,Sulawesi Selatan,5,0,0
